매물코드,지역코드,위도,경도
2114864098,1144012000,37.54995,126.917662
2114715028,1144012000,37.551446,126.91563
2114682239,1144012000,37.552911,126.914368
2114434448,1144012000,37.552352,126.915854
2114291298,1144011100,37.548281,126.940195
2114287490,1144010800,37.546097,126.941043
2114195027,1144010500,37.542195,126.937636
2114195044,1144011100,37.545463,126.937479
2114195077,1144010800,37.544147,126.939221
2114190875,1144011100,37.545848,126.938555
2114192162,1144012400,37.563726,126.918372
2114195217,1144011100,37.5451,126.939038
